#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
1013,which day of the week has the least events  for this CES persona,"SELECT date_format(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY event_count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count LIMIT 1 """
1014,which day of the week has the least events  for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1015,which day of the week has the least events  for this TEST persona,"SELECT date_format(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY count ASC LIMIT 1 """
1016,what is the average numbers of events in a day for this LES persona,SELECT COUNT(event_id)/COUNT(DISTINCT event_date) AS avg_events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(event_count) FROM (SELECT COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) AS daily_event_count ""","SELECT COUNT(*)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(events_count) FROM (SELECT COUNT(*) AS events_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) subquery ""","SELECT AVG(events_per_day) FROM (SELECT COUNT(*) AS events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) sub_query """
1017,what is the average numbers of events in a day for this CES persona,SELECT COUNT(event_id)/COUNT(DISTINCT event_date) AS avg_events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(events_per_day) AS avg_events_per_day FROM (SELECT COUNT(*) AS events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) subquery ""","SELECT AVG(events_per_day) AS avg_events_per_day FROM (SELECT COUNT(*) AS events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) subquery ""","SELECT AVG(event_count) FROM (SELECT COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) AS daily_event_count ""","SELECT AVG(events_per_day) FROM (SELECT COUNT(*) AS events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) AS subquery """
1018,what is the average numbers of events in a day for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1019,what is the average numbers of events in a day for this TEST persona,SELECT COUNT(event_id)/COUNT(DISTINCT event_date) AS avg_events_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(events_per_day) FROM (SELECT COUNT(*) AS events_per_day FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) AS events_per_day_table ""","SELECT AVG(event_count) FROM (SELECT COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) subquery ""","SELECT AVG(count) FROM (SELECT COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) AS daily_count ""","SELECT AVG(event_count) FROM (SELECT COUNT(*) AS event_count FROM unum_askskan.events_delta_tb WHERE participant_name = 'TEST' AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY event_date) subquery """
1020,What is the total time spent on process applications for this LES persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1021,What is the total time spent on process applications for this CES persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(processing_time) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT SUM(processing_time) AS total_processing_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1022,What is the total time spent on process applications for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1023,What is the total time spent on process applications for this TEST persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(tat_event) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(tat_event) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(tat_event) AS total_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(tat_event) AS total_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'TEST' AND agent_type != 0 """
1024,What is the total time spent on non process applications for this LES persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type = 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0,2,3,4,5,6,7,8,9,100) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'LES' AND agent_type IN (2,3,4,5,6,7,8) """
1025,What is the total time spent on non process applications for this CES persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type = 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0,2,3,4,5,6,7,8,9,10,11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'CES' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1026,What is the total time spent on non process applications for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1027,What is the total time spent on non process applications for this TEST persona,SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type = 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT SUM(active_time) AS total_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0,2,3,4,5,6,7,8,9,10,11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1028,What is the average time spent in non process applications per day for this LES persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type=0 AND persona_name='LES' AND event_date>='2023-04-01' AND event_date<='2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_non_process_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_non_process_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1029,What is the average time spent in non process applications per day for this CES persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type = 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type IN (0,2,3,4,5,6,7,8,9,10,11) AND persona_name = 'CES' ""","SELECT AVG(active_time) AS avg_non_process_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND persona_name = 'CES' """
1030,What is the average time spent in non process applications per day for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1031,What is the average time spent in non process applications per day for this TEST persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type = 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_non_process_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_non_process_time FROM unum_askskan.events_delta_tb WHERE agent_type IN (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_active_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1032,What is the average time spent in process applications per day for this LES persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type!=0 AND persona_name='LES' AND event_date>='2023-04-01' AND event_date<='2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND persona_name = 'LES' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type != 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1033,What is the average time spent in process applications per day for this CES persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_active_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND persona_name = 'CES persona' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND persona_name = 'CES' """
1034,What is the average time spent in process applications per day for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1035,What is the average time spent in process applications per day for this TEST persona,SELECT SUM(active_time)/COUNT(DISTINCT event_date) AS avg_time_per_day FROM unum_askskan.events_delta_tb WHERE agent_type!=0 AND persona_name='TEST' AND event_date>='2023-04-01' AND event_date<='2023-04-30' LIMIT 1,"SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND persona_name = 'TEST' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(active_time) AS avg_time FROM unum_askskan.events_delta_tb WHERE agent_type != 0 AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1036,What is the total cases in this LES persona,SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1037,What is the total cases in this CES persona,SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS case_touch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1038,What is the total cases in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1039,What is the total cases in this TEST persona,SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) AS total_cases FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1040,What is the average case effort of this LES persona,SELECT SUM(tat_event)/COUNT(DISTINCT case_id_value) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event)/COUNT(DISTINCT case_id_value) AS case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event/COUNT(DISTINCT case_id_value)) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name='LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1041,What is the average case effort of this CES persona,SELECT SUM(tat_event)/COUNT(DISTINCT case_id_value) AS case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event)/COUNT(DISTINCT case_id_value) AS case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1042,What is the average case effort of this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1043,What is the average case effort of this TEST persona,SELECT SUM(tat_event)/COUNT(DISTINCT case_id_value) AS case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(tat_event)/COUNT(DISTINCT case_id_value) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event)/COUNT(DISTINCT case_id_value) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT AVG(tat_event)/COUNT(DISTINCT(case_id_value)) AS avg_case_effort FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1044,Which is the most common activity in this LES persona,"SELECT activity_id, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_id ORDER BY count DESC LIMIT 1","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'LES' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'LES' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'LES' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 """
